iata,name,city,state,country,latitude,longitude
BDL,BRADLEY INTL,WINDSOR LOCKS,CT,USA,41.93903222,-72.68431583
BDN,BEND MUNI,BEND,OR,USA,44.09456083,-121.20022111
BDQ,MORRILTON MUNI,MORRILTON,AR,USA,35.13623361,-92.71370833
BDR,BRIDGEPORT/SIKORSKY,BRIDGEPORT,CT,USA,41.16348083,-73.12617583
BDU,BOULDER MUNI,BOULDER,CO,USA,40.03936527,-105.22608958
BEA,BEEVILLE MUNI,BEEVILLE,TX,USA,28.36422222,-97.79194444
BEC,BEECH FACTORY,WICHITA,KS,USA,37.69391666,-97.21491666
BED,LAURENCE G HANSCOM FLD,BEDFORD,MA,USA,42.46994444,-71.289
BEH,SOUTHWEST MICHIGAN RGNL,BENTON HARBOR,MI,USA,42.12838083,-86.42488111
BET,BETHEL,BETHEL,AK,USA,60.77855555,-161.83716666
BFA,BOYNE MOUNTAIN,BOYNE FALLS,MI,USA,45.16584152,-84.92411388
BFD,BRADFORD RGNL,BRADFORD,PA,USA,41.80295433,-78.63996597
BFE,TERRY COUNTY,BROWNFIELD,TX,USA,33.17313888,-102.19291666
BFF,SCOTTSBLUFF/WESTERN NEBRASKA RGNL/WM  B HEILIG FLD,SCOTTSBLUFF,NE,USA,41.87402777,-103.59563888
BFI,BOEING FLD/KING COUNTY INTL,SEATTLE,WA,USA,47.52997222,-122.30194444
BFK,BUFFALO MUNI,BUFFALO,OK,USA,36.86330138,-99.61873055
BFL,MEADOWS FLD,BAKERSFIELD,CA,USA,35.43386111,-119.05766666
BFM,MOBILE INTL,MOBILE,AL,USA,30.62678055,-88.06809083
BFR,VIRGIL I GRISSOM MUNI,BEDFORD,IN,USA,38.84002777,-86.44536111
BFW,SILVER BAY MUNI,SILVER BAY,MN,USA,47.24902777,-91.41558333
BFZ,ALBERTVILLE RGNL/THOMAS J BRUMLIK FLD,ALBERTVILLE,AL,USA,34.22911111,-86.25575
BGD,HUTCHINSON COUNTY,BORGER,TX,USA,35.70088888,-101.39366666
BGE,DECATUR COUNTY INDUSTRIAL AIR PARK,BAINBRIDGE,GA,USA,30.97159808,-84.6369278
BGF,WINCHESTER MUNI,WINCHESTER,TN,USA,35.17753361,-86.06616638
BGM,GREATER BINGHAMTON/EDWIN A LINK FLD,BINGHAMTON,NY,USA,42.20844444,-75.97961111
BGQ,BIG LAKE,BIG LAKE,AK,USA,61.53468305,-149.81254833
BGR,BANGOR INTL,BANGOR,ME,USA,44.80744444,-68.82813888
BGTL,PITUFFIK SPACE BASE,QAANAAQ,,GL,76.53333333,-68.7
BHB,HANCOCK COUNTY/BAR HARBOR,BAR HARBOR,ME,USA,44.44970527,-68.36148972
BHC,BAXLEY MUNI,BAXLEY,GA,USA,31.71383333,-82.39377777
BHK,BAKER MUNI,BAKER,MT,USA,46.34661111,-104.25811111
BHM,BIRMINGHAM-SHUTTLESWORTH INTL,BIRMINGHAM,AL,USA,33.56388888,-86.75230555
BID,BLOCK ISLAND STATE,BLOCK ISLAND,RI,USA,41.16811111,-71.57783333
BIE,BEATRICE MUNI,BEATRICE,NE,USA,40.30127777,-96.75411111
BIF,BIGGS AAF (FORT BLISS),FORT BLISS/EL PASO/,TX,USA,31.84952916,-106.38005277
BIG,ALLEN AAF,DELTA JUNCTION FT GREELY,AK,USA,63.99516269,-145.72005536
BIH,BISHOP,BISHOP,CA,USA,37.37311111,-118.36361111
BIJ,EARLY COUNTY,BLAKELY,GA,USA,31.39750861,-84.89479777
BIL,BILLINGS LOGAN INTL,BILLINGS,MT,USA,45.80784913,-108.54354355
BIS,BISMARCK MUNI,BISMARCK,ND,USA,46.77273388,-100.7457375
BIV,WEST MICHIGAN RGNL,HOLLAND,MI,USA,42.74277777,-86.10783333
BIX,KEESLER AFB,BILOXI,MS,USA,30.41042666,-88.92443527
BJC,ROCKY MOUNTAIN METRO,DENVER,CO,USA,39.90880555,-105.11719444
BJI,BEMIDJI RGNL,BEMIDJI,MN,USA,47.51072222,-94.93472222
BJJ,WAYNE COUNTY,WOOSTER,OH,USA,40.87484361,-81.88826027
BKD,STEPHENS COUNTY,BRECKENRIDGE,TX,USA,32.71875611,-98.89159638
BKE,BAKER CITY MUNI,BAKER CITY,OR,USA,44.83734583,-117.80913972
BKF,BUCKLEY SPACE FORCE BASE,AURORA,CO,USA,39.70176111,-104.75196111
BKH,BARKING SANDS PMRF,"KEKAHA,KAUAI",HI,USA,22.02277333,-159.78506805
BKL,BURKE LAKEFRONT,CLEVELAND,OH,USA,41.51786111,-81.68263888
BKN,BLACKWELL-TONKAWA MUNI,BLACKWELL,OK,USA,36.74511111,-97.34958333
BKS,BROOKS COUNTY,FALFURRIAS,TX,USA,27.20605555,-98.12102777
BKT,ALLAN C PERKINSON/BLACKSTONE AAF,BLACKSTONE,VA,USA,37.07473758,-77.95181216
BKV,BROOKSVILLE-TAMPA BAY RGNL,BROOKSVILLE,FL,USA,28.47345805,-82.456065
BKW,RALEIGH COUNTY MEML,BECKLEY,WV,USA,37.78733333,-81.12416666
BKX,BROOKINGS RGNL,BROOKINGS,SD,USA,44.30452777,-96.81891666
BLF,MERCER COUNTY,BLUEFIELD,WV,USA,37.29594836,-81.20751886
BLG,BELUGA,BELUGA,AK,USA,61.17296188,-151.0454163
BLH,BLYTHE,BLYTHE,CA,USA,33.61916666,-114.71688888
BLI,BELLINGHAM INTL,BELLINGHAM,WA,USA,48.79269444,-122.53752777
BLM,MONMOUTH EXEC,BELMAR/FARMINGDALE,NJ,USA,40.18677777,-74.12455555
BLU,BLUE CANYON - NYACK,EMIGRANT GAP,CA,USA,39.27497222,-120.70975
BLV,SCOTT AFB/MIDAMERICA ST LOUIS,BELLEVILLE,IL,USA,38.54517305,-89.83518555
BMC,BRIGHAM CITY RGNL,BRIGHAM CITY,UT,USA,41.55430555,-112.06225
BMG,MONROE COUNTY,BLOOMINGTON,IN,USA,39.14602111,-86.61668027
BMI,CENTRAL IL RGNL/BLOOMINGTON-NORMAL,BLOOMINGTON/NORMAL,IL,USA,40.47711111,-88.91591666
BML,BERLIN RGNL,BERLIN,NH,USA,44.57536111,-71.17591666
BMQ,BURNET MUNI/KATE CRADDOCK FLD,BURNET,TX,USA,30.73892722,-98.23861027
BMT,BEAUMONT MUNI,BEAUMONT,TX,USA,30.07020438,-94.21509672
BNA,NASHVILLE INTL,NASHVILLE,TN,USA,36.124475,-86.67818055
BNG,BANNING MUNI,BANNING,CA,USA,33.92255555,-116.85097222
BNL,BARNWELL RGNL,BARNWELL,SC,USA,33.25766775,-81.38821894
BNO,BURNS MUNI,BURNS,OR,USA,43.59190555,-118.95543722
BNW,BOONE MUNI,BOONE,IA,USA,42.04955555,-93.84761111
BOI,BOISE AIR TRML/GOWEN FLD,BOISE,ID,USA,43.56436111,-116.22286111
BOK,BROOKINGS,BROOKINGS,OR,USA,42.07394444,-124.28977777
BOS,GENERAL EDWARD LAWRENCE LOGAN INTL,BOSTON,MA,USA,42.36294444,-71.00638888
BOW,BARTOW EXEC,BARTOW,FL,USA,27.94335861,-81.78343722
BPG,BIG SPRING/MC MAHON-WRINKLE,BIG SPRING,TX,USA,32.21261777,-101.52164638
BPI,MILEY MEML FLD,BIG PINEY,WY,USA,42.58222222,-110.10886111
BPK,BAXTER COUNTY,MOUNTAIN HOME,AR,USA,36.3689425,-92.47051972
BPT,JACK BROOKS RGNL,BEAUMONT/PORT ARTHUR,TX,USA,29.95083111,-94.02069888
BQ1,GILLIAM - MC CONNELL AIRFIELD,CARTHAGE,NC,USA,35.34166666,-79.43694444
BQK,BRUNSWICK GOLDEN ISLES,BRUNSWICK,GA,USA,31.25903527,-81.46631638
BQN,RAFAEL HERNANDEZ,AGUADILLA,PR,USA,18.49485222,-67.12944166
BQP,MOREHOUSE MEML,BASTROP,LA,USA,32.75608333,-91.88058333
BQR,BUFFALO-LANCASTER RGNL,BUFFALO,NY,USA,42.92205555,-78.61197222
BRD,BRAINERD LAKES RGNL,BRAINERD,MN,USA,46.40422222,-94.13380555
BRG,BELEN RGNL,BELEN,NM,USA,34.64586163,-106.83634008
BRL,SOUTHEAST IOWA RGNL,BURLINGTON,IA,USA,40.78297222,-91.12558333
BRO,BROWNSVILLE/SOUTH PADRE ISLAND INTL,BROWNSVILLE,TX,USA,25.90613888,-97.426
BRW,WILEY POST-WILL ROGERS MEML,UTQIAGVIK,AK,USA,71.28486111,-156.76858333
BRY,SAMUELS FLD,BARDSTOWN,KY,USA,37.81433333,-85.49963888
BSF,BRADSHAW ARMY AIRFIELD,CAMP POHAKULOA,HI,USA,19.76001338,-155.55376619
BST,BELFAST MUNI,BELFAST,ME,USA,44.40938888,-69.01183333
BTA,BLAIR EXEC,BLAIR,NE,USA,41.41480555,-96.10897222
BTF,SKYPARK,BOUNTIFUL,UT,USA,40.86814913,-111.92749913
BTI,BARTER ISLAND,BARTER ISLAND,AK,USA,70.11311111,-143.65361111
BTL,BATTLE CREEK EXEC AT KELLOGG FLD,BATTLE CREEK,MI,USA,42.3064728,-85.25008894
BTM,BERT MOONEY,BUTTE,MT,USA,45.95480555,-112.49747222
BTN,BRITTON MUNI,BRITTON,SD,USA,45.81502777,-97.74280555
BTP,PITTSBURGH/BUTLER RGNL,BUTLER,PA,USA,40.77658333,-79.95108333
BTR,"BATON ROUGE METRO, RYAN FLD",BATON ROUGE,LA,USA,30.53291666,-91.14988888
BTT,BETTLES,BETTLES,AK,USA,66.91394444,-151.52905555
BTV,PATRICK LEAHY BURLINGTON INTL,BURLINGTON,VT,USA,44.471955,-73.15327611
BTY,BEATTY,BEATTY,NV,USA,36.86113305,-116.78639944
BUB,CRAM FLD,BURWELL,NE,USA,41.77757666,-99.15021166
BUF,BUFFALO NIAGARA INTL,BUFFALO,NY,USA,42.94042722,-78.73056972
BUM,BUTLER MEML,BUTLER,MO,USA,38.28976722,-94.34012777
BUR,BOB HOPE,BURBANK,CA,USA,34.20069444,-118.35866666
BUU,BURLINGTON MUNI,BURLINGTON,WI,USA,42.69071711,-88.30468252
BUY,BURLINGTON/ALAMANCE RGNL,BURLINGTON,NC,USA,36.04972777,-79.47300805
BVI,BEAVER COUNTY,BEAVER FALLS,PA,USA,40.77247222,-80.39144444
BVK,BUCKLAND,BUCKLAND,AK,USA,65.98155555,-161.14913888
BVN,ALBION MUNI,ALBION,NE,USA,41.72857694,-98.05575972
BVO,BARTLESVILLE MUNI,BARTLESVILLE,OK,USA,36.76336111,-96.01119444
BVS,SKAGIT RGNL,BURLINGTON/MOUNT VERNON,WA,USA,48.47052611,-122.42168944
BVU,BOULDER CITY MUNI,BOULDER CITY,NV,USA,35.94730805,-114.86108416
BVX,BATESVILLE RGNL,BATESVILLE,AR,USA,35.72622222,-91.64744444
BVY,BEVERLY RGNL,BEVERLY,MA,USA,42.58414138,-70.91614444
BW8,BULLWHACKER,WINIFRED,MT,USA,47.84777777,-109.09944444
BWC,BRAWLEY MUNI,BRAWLEY,CA,USA,32.9929375,-115.51726333
BWD,BROWNWOOD RGNL,BROWNWOOD,TX,USA,31.79361111,-98.9565
BWG,BOWLING GREEN-WARREN COUNTY RGNL,BOWLING GREEN,KY,USA,36.96452777,-86.41966666
BWI,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,BALTIMORE,MD,USA,39.17572833,-76.66899111
BWP,HARRY STERN,WAHPETON,ND,USA,46.24429377,-96.60715594
BWW,BOWMAN RGNL,BOWMAN,ND,USA,46.1655193,-103.30074275
BXA,GEORGE R CARR MEML AIR FLD,BOGALUSA,LA,USA,30.81368638,-89.86496444
BXG,BURKE COUNTY,WAYNESBORO,GA,USA,33.04083694,-82.00426361
BXK,BUCKEYE MUNI,BUCKEYE,AZ,USA,33.42253388,-112.68623388
BXM,BRUNSWICK EXEC,BRUNSWICK,ME,USA,43.89235511,-69.93882969
BYA,BOUNDARY,BOUNDARY,AK,USA,64.07830277,-141.113375
BYG,JOHNSON COUNTY,BUFFALO,WY,USA,44.38108333,-106.72180555
BYH,ARKANSAS INTL,BLYTHEVILLE,AR,USA,35.96433333,-89.94394444
BYI,BURLEY MUNI,BURLEY,ID,USA,42.54261111,-113.77152777
BYL,WILLIAMSBURG-WHITLEY COUNTY,WILLIAMSBURG,KY,USA,36.79499916,-84.1995175
BYS,BICYCLE LAKE AAF,FORT IRWIN/BARSTOW,CA,USA,35.28053027,-116.63002944
BYY,BAY CITY RGNL,BAY CITY,TX,USA,28.97324666,-95.86345194
BZN,BOZEMAN YELLOWSTONE INTL,BOZEMAN,MT,USA,45.77723577,-111.15026027
C00,MERCER COUNTY,ALEDO,IL,USA,41.248645,-90.73708361
C01,SOUTHERN CROSS,WILLIAMSTOWN,NJ,USA,39.65555555,-75.01444444
C02,GRAND GENEVA RESORT,LAKE GENEVA,WI,USA,42.61468305,-88.38998666
C03,NAPPANEE MUNI,NAPPANEE,IN,USA,41.44615694,-85.93604583
C04,OCEANA COUNTY,HART/SHELBY,MI,USA,43.64163333,-86.32906611
C05,CHENEGA BAY,CHENEGA,AK,USA,60.07856111,-147.99473472
C08,SILVER WEST,WESTCLIFFE,CO,USA,38.01327777,-105.37427222
C09,MORRIS MUNI/JAMES R WASHBURN FLD,MORRIS,IL,USA,41.42475,-88.41866666
C11,AMANA,AMANA,IA,USA,41.79358333,-91.86477222
C15,PEKIN MUNI,PEKIN,IL,USA,40.48819444,-89.67588888
C16,FRASCA FLD,URBANA,IL,USA,40.14639977,-88.19848758
C17,MARION,MARION,IA,USA,42.02981086,-91.5317223
C20,ANDREWS UNIVERSITY AIRPARK,BERRIEN SPRINGS,MI,USA,41.95105555,-86.36808333
C23,PELELIU,BABELTHUAP ISLAND,,PW,7,134.23333333
C24,MINERAL COUNTY MEML,CREEDE,CO,USA,37.82216666,-106.92988888
C25,WAVERLY MUNI,WAVERLY,IA,USA,42.74179555,-92.50721333
C27,MANCHESTER MUNI,MANCHESTER,IA,USA,42.49049583,-91.49787361
C29,MIDDLETON MUNI/MOREY FLD,MIDDLETON,WI,USA,43.11433,-89.53164888
C30,MEJIT,MEJIT ATOLL,,MH,10.28333333,170.88333333
C35,REEDSBURG MUNI,REEDSBURG,WI,USA,43.52589908,-89.98322166
C37,BRODHEAD,BRODHEAD,WI,USA,42.59549958,-89.38129833
C40,MILLER,BLUFFTON,IN,USA,40.71671333,-85.24997083
C43,HIRAM CURE,SUNFIELD,MI,USA,42.77003194,-84.9649575
C44,TOUTANT,PUTNAM,CT,USA,41.95569444,-72.05436111
C47,PORTAGE MUNI,PORTAGE,WI,USA,43.56026222,-89.48291138
C48,WILSON BAR USFS,DIXIE,ID,USA,45.39666666,-115.48333333
C51,KILI,KILI ISLAND,,MH,5.65,169.11666666
C53,LOWER LOON CREEK,CHALLIS,ID,USA,44.80867119,-114.80865988
C55,OGLE COUNTY,MOUNT MORRIS,IL,USA,42.03705972,-89.39294861
C56,BULT FLD,MONEE,IL,USA,41.37741666,-87.67975
C57,MILLERS LANDING,ELSIE,MI,USA,43.09570102,-84.34964341
C59,LAKE LAWN,DELAVAN,WI,USA,42.63412611,-88.60112916
C62,KENDALLVILLE MUNI,KENDALLVILLE,IN,USA,41.47271555,-85.2607975
C64,CAYUSE CREEK USFS,CAYUSE CREEK,ID,USA,46.66658416,-115.07318111
C65,PLYMOUTH MUNI,PLYMOUTH,IN,USA,41.36513055,-86.30025777
C66,MONMOUTH MUNI,MONMOUTH,IL,USA,40.92970444,-90.63110722
C71,CROSBY MUNI,CROSBY,MS,USA,31.29640138,-91.0525375
C72,CROSS WINDS,CLAYTON,WA,USA,47.98099444,-117.52885277
C73,DIXON MUNI-CHARLES R WALGREEN FLD,DIXON,IL,USA,41.83369888,-89.44621333
C74,CASSVILLE MUNI,CASSVILLE,WI,USA,42.70427083,-90.96610694
C75,MARSHALL COUNTY,LACON,IL,USA,41.01883333,-89.38577777
C77,POPLAR GROVE,POPLAR GROVE,IL,USA,42.32286111,-88.83630555
C80,NEW COALINGA MUNI,COALINGA,CA,USA,36.16211111,-120.29483333
C81,CAMPBELL,GRAYSLAKE,IL,USA,42.32461111,-88.07408805
C82,BRESSON,COMPTON,IL,USA,41.76253027,-89.10148111
C83,BYRON,BYRON,CA,USA,37.82844444,-121.62583333
C88,TKACZYK FLD,OAKLEY,MI,USA,43.13909027,-84.22250138
C89,SYLVANIA,STURTEVANT,WI,USA,42.70325,-87.95897222
C91,DOWAGIAC MUNI,DOWAGIAC,MI,USA,41.99291666,-86.12827777
C92,MENTONE,MENTONE,IN,USA,41.15004333,-86.06249666
C97,LOWELL,LOWELL,IN,USA,41.23016944,-87.50769444
C98,LAKE VILLAGE,LAKE VILLAGE,IN,USA,41.15003444,-87.46253277
CA03,FLYING M,PLANADA,CA,USA,37.34994027,-120.2940725
CA04,FLYING N RANCH,COTTONWOOD,CA,USA,40.34626416,-122.33889277
CA05,MACHADO DUSTERS,STRATFORD,CA,USA,36.16022888,-119.81346472
CA06,BATES FLD,ALTURAS,CA,USA,41.41776388,-120.56922777
CA07,SCHEIDEL RANCH,PLEASANT GROVE,CA,USA,38.84017666,-121.56162611
CA09,ROUND MOUNTAIN RANCH,KLAMATH RIVER,CA,USA,41.886245,-122.84447833
CA11,BODAD,CHILCOOT,CA,USA,39.99721388,-120.21685694
CA18,SUNRISE DUSTERS,ROBBINS,CA,USA,38.87212083,-121.70996444
CA20,EAGLES NEST/DAVID WARDALL FLD,IONE,CA,USA,38.43046638,-121.0149425
CA21,LIMBERLOST RANCH,ROUGH AND READY,CA,USA,39.22072666,-121.21495638
CA32,SAN JOAQUIN,SAN JOAQUIN,CA,USA,36.58328388,-120.25098944
CA34,ALA DOBLE,ESPARTO,CA,USA,38.6525,-122.02805555
CA35,SAN RAFAEL,SAN RAFAEL,CA,USA,38.01686638,-122.52080944
CA39,BELOS CAVALOS,SANTA ROSA,CA,USA,38.43463305,-122.56359361
CA41,QUINN,SELMA,CA,USA,36.58328361,-119.63985583
CA42,MC CONVILLE AIRSTRIP,LAKE ELSINORE,CA,USA,33.64361111,-117.42916666
CA44,SEQUOIA RANCH,SPRINGVILLE,CA,USA,36.14994805,-118.80231583
CA49,JONES FARMS,STRATFORD,CA,USA,36.20411777,-119.84096611
CA51,THE SEA RANCH,THE SEA RANCH,CA,USA,38.70463416,-123.43250861
CA57,BLAKE SKY PARK,VACAVILLE,CA,USA,38.45824138,-122.04552472
CA60,DEER CREEK RANCH,VINA,CA,USA,39.94988055,-121.99692833
CA62,MC MILLAN,CAMP ROBERTS,CA,USA,35.71830833,-120.76845416
CA66,MONTEREY BAY ACADEMY,WATSONVILLE,CA,USA,36.90606388,-121.84300888
CA67,VALLEY CROP DUSTERS INC,WESTLEY,CA,USA,37.54798722,-121.20493694
CA70,SUN HILL RANCH,HELENDALE,CA,USA,34.75804055,-117.49671916
CA71,HORSE SHOE A RANCH,DRYTOWN,CA,USA,38.44,-120.88694444
CA73,VANDERFORD RANCH COMPANY,YUBA CITY,CA,USA,39.09572583,-121.71635722
CA74,SKYDIVE CALIFORNIA,TRACY,CA,USA,37.73132638,-121.33558888
CA76,FLYING T RANCH,RAMONA,CA,USA,33.07032222,-116.75196694
CA88,SAN ARDO FLD,SAN ARDO,CA,USA,36.02607611,-120.90768277
CA89,SKYLARK,LAKE ELSINORE,CA,USA,33.63297777,-117.30157222
CA90,CADIZ AIRSTRIP,CADIZ,CA,USA,34.51388888,-115.51944444
CA92,PARADISE SKYPARK,PARADISE,CA,USA,39.71055555,-121.6165
CA97,CHRISTY AIRSTRIP,SANTA BARBARA,CA,USA,34.01972611,-119.85290666
CAD,WEXFORD COUNTY,CADILLAC,MI,USA,44.2753475,-85.41894444
CAE,COLUMBIA METRO,COLUMBIA,SC,USA,33.93883805,-81.11953555
CAG,CRAIG-MOFFAT,CRAIG,CO,USA,40.49522222,-107.52166666
CAJ4,ANAHIM LAKE,ANAHIM LAKE,,CA,52.45222222,-125.30444444
CAK,AKRON-CANTON RGNL,AKRON,OH,USA,40.91505555,-81.44363888
CAO,CLAYTON MUNI AIRPARK,CLAYTON,NM,USA,36.44629111,-103.14993194
CAR,CARIBOU MUNI,CARIBOU,ME,USA,46.87163888,-68.01819444
CAV,CLARION MUNI,CLARION,IA,USA,42.74047222,-93.75905555
CBBC,BELLA BELLA/CAMPBELL ISLAND,BELLA BELLA,,CA,52.185,-128.15666666
CBE,GREATER CUMBERLAND RGNL,CUMBERLAND,MD,USA,39.61530583,-78.76147833
CBF,COUNCIL BLUFFS MUNI,COUNCIL BLUFFS,IA,USA,41.26011111,-95.75863888
CBG,CAMBRIDGE MUNI,CAMBRIDGE,MN,USA,45.55749472,-93.26418444
CBK,SHALZ FLD,COLBY,KS,USA,39.42745861,-101.04661972
CBM,COLUMBUS AFB,COLUMBUS,MS,USA,33.645175,-88.44591944
CBQ8,WOODCOCK,WOODCOCK,,CA,55.06666666,-128.23333333
CBS4,MULE CREEK,MULE CREEK,,CA,59.78555555,-136.58305555
CCA,CLINTON MUNI,CLINTON,AR,USA,35.59775,-92.45158333
CCB,CABLE,UPLAND,CA,USA,34.11160944,-117.68738833
CCO,NEWNAN COWETA COUNTY,ATLANTA,GA,USA,33.31156555,-84.76975541
CCR,BUCHANAN FLD,CONCORD,CA,USA,37.98965666,-122.05690222
CCY,NORTHEAST IOWA RGNL,CHARLES CITY,IA,USA,43.07250375,-92.61080919
CD01,LOWE AIRSTRIP,COTOPAXI,CO,USA,38.39833333,-105.62027777
CD03,TINNES,LAMAR,CO,USA,38.19903333,-102.57283333
CD05,SHKYVIEW,GARDNER,CO,USA,37.7555825,-105.1579075
CD09,YODER AIRSTRIP,BENNETT,CO,USA,39.81970611,-104.40912583
CD10,CHAPMAN FLD,SOUTH FORK,CO,USA,37.67500333,-106.55615222
CD13,MORRIS,DEER TRAIL,CO,USA,39.83506666,-103.73559722
CD14,J & S,BENNETT,CO,USA,39.82887333,-104.43718222
CD15,HIGH PLAINS AIRPORT,SIMLA,CO,USA,39.29638888,-104.125
CD17,BIJOU BASIN,BYERS,CO,USA,39.90831611,-104.12606444
CD20,SPRAGUE,LOVELAND,CO,USA,40.47497222,-105.22025
CD23,AERO BEAR FLD,CALHAN,CO,USA,39.19833333,-104.32916666
CD28,TALL TIMBER,INDIAN HILLS,CO,USA,39.64388333,-105.26763333
CD32,CASTLE LAKES,LAKE CITY,CO,USA,37.90916666,-107.35027777
CD39,POND'S FLD,BERTHOUD,CO,USA,40.265,-105.13666666
CD45,FLYIN' B RANCH,ELIZABETH,CO,USA,39.32333333,-104.57333333
CD48,CUCHARA RANCH,WALSENBURG,CO,USA,37.78638888,-104.59366666
CD69,MORNING SHADOWS RANCH,SOUTH FORK,CO,USA,37.74028027,-106.52559611
CD97,MONTEMADEIRA II,HOTCHKISS,CO,USA,38.80555555,-107.77416666
CD99,LUCKY L RANCH,STEAMBOAT SPRINGS,CO,USA,40.35833333,-106.83
CDA,CALEDONIA COUNTY,LYNDONVILLE,VT,USA,44.56911416,-72.01797888
CDB,COLD BAY,COLD BAY,AK,USA,55.20591666,-162.72625
CDC,CEDAR CITY RGNL,CEDAR CITY,UT,USA,37.70097,-113.09885083
CDH,HARRELL FLD,CAMDEN,AR,USA,33.62280555,-92.76338888
CDI,CAMBRIDGE MUNI,CAMBRIDGE,OH,USA,39.97502777,-81.57758333
CDK,GEORGE T LEWIS,CEDAR KEY,FL,USA,29.13424722,-83.05058333
CDN,WOODWARD FLD,CAMDEN,SC,USA,34.28359277,-80.56485527
CDR,CHADRON MUNI,CHADRON,NE,USA,42.83755769,-103.09540191
CDS,CHILDRESS MUNI,CHILDRESS,TX,USA,34.43377777,-100.288
CDV,MERLE K (MUDHOLE) SMITH,CORDOVA,AK,USA,60.49163972,-145.47755777
CDW,ESSEX COUNTY,CALDWELL,NJ,USA,40.87522472,-74.28135027
CEA,CESSNA ACFT FLD,WICHITA,KS,USA,37.64859833,-97.25059944
CEC,JACK MC NAMARA FLD,CRESCENT CITY,CA,USA,41.78016666,-124.23652777
CEF,WESTOVER ARB/METRO,SPRINGFIELD/CHICOPEE,MA,USA,42.19401555,-72.53478666
CEK,CRETE MUNI,CRETE,NE,USA,40.61837672,-96.92570869
CEM,CENTRAL,CENTRAL,AK,USA,65.57394444,-144.78088888
CEU,OCONEE COUNTY RGNL,CLEMSON,SC,USA,34.67222694,-82.88589666
CEV,METTEL FLD,CONNERSVILLE,IN,USA,39.69819444,-85.13113888
CEW,BOB SIKES,CRESTVIEW,FL,USA,30.77883111,-86.52211277
CEX4,CARMACKS,CARMACKS,,CA,62.11083333,-136.17833333
CEY,KYLE-OAKLEY FLD,MURRAY,KY,USA,36.66458111,-88.37277555
CEZ,CORTEZ MUNI,CORTEZ,CO,USA,37.3030025,-108.62804416
CEZ2,CHAPMAN,CHAPMAN,,CA,64.9,-138.26666666
CFD,COULTER FLD,BRYAN,TX,USA,30.71569444,-96.33136111
CFE,BUFFALO MUNI,BUFFALO,MN,USA,45.15883333,-93.84330555
CFJ,CRAWFORDSVILLE RGNL,CRAWFORDSVILLE,IN,USA,39.974625,-86.921075
CFK,CHEFORNAK,CHEFORNAK,AK,USA,60.13680555,-164.27905555
CFO,COLORADO AIR AND SPACE PORT,DENVER,CO,USA,39.78419444,-104.53763888
CFQ5,SILVER CITY,SILVER CITY,,CA,61.02888888,-138.4075
CFS,TUSCOLA AREA,CARO,MI,USA,43.45886083,-83.44544666
CFT,GREENLEE COUNTY,CLIFTON/MORENCI,AZ,USA,32.95703863,-109.2111623
CFV,COFFEYVILLE MUNI,COFFEYVILLE,KS,USA,37.094,-95.572
CGC,CRYSTAL RIVER/DAVIS FLD,CRYSTAL RIVER,FL,USA,28.86761111,-82.57411111
CGE,CAMBRIDGE-DORCHESTER RGNL,CAMBRIDGE,MD,USA,38.53932138,-76.03039527
CGF,CUYAHOGA COUNTY,CLEVELAND,OH,USA,41.56458333,-81.48722222
CGI,CAPE GIRARDEAU RGNL,CAPE GIRARDEAU,MO,USA,37.22531527,-89.57075944
CGS,COLLEGE PARK,COLLEGE PARK,MD,USA,38.98047777,-76.92216861
CGZ,CASA GRANDE MUNI,CASA GRANDE,AZ,USA,32.95489805,-111.76682
CHA,LOVELL FLD,CHATTANOOGA,TN,USA,35.03519444,-85.20355555
CHD,CHANDLER MUNI,CHANDLER,AZ,USA,33.26909611,-111.81112111
CHK,CHICKASHA MUNI,CHICKASHA,OK,USA,35.09714038,-97.96768052
CHN,WAUCHULA MUNI,WAUCHULA,FL,USA,27.51491666,-81.88047222
CHO,CHARLOTTESVILLE-ALBEMARLE,CHARLOTTESVILLE,VA,USA,38.13964277,-78.45234416
CHP,CIRCLE HOT SPRINGS,CIRCLE HOT SPRINGS,AK,USA,65.48590694,-144.61168472
CHQ,MISSISSIPPI COUNTY,CHARLESTON,MO,USA,36.84213722,-89.35965777
CHS,CHARLESTON AFB/INTL,CHARLESTON,SC,USA,32.89863888,-80.04052777
CHT,CHILLICOTHE MUNI,CHILLICOTHE,MO,USA,39.78201544,-93.49623608
CHU,HOUSTON COUNTY,CALEDONIA,MN,USA,43.59635861,-91.50394638
CIC,CHICO RGNL,CHICO,CA,USA,39.79538888,-121.85841666
CID,THE EASTERN IOWA,CEDAR RAPIDS,IA,USA,41.88469444,-91.71080555
CII,CHOTEAU,CHOTEAU,MT,USA,47.82834777,-112.16833583
CIK,CHALKYITSIK,CHALKYITSIK,AK,USA,66.64502777,-143.73988888
CIN,ARTHUR N NEU,CARROLL,IA,USA,42.04666666,-94.78869444
CIR,CAIRO RGNL,CAIRO,IL,USA,37.06413888,-89.21952777
CIU,CHIPPEWA COUNTY INTL,SAULT STE MARIE,MI,USA,46.25075166,-84.47238416
CJJ,ELLEN CHURCH FLD,CRESCO,IA,USA,43.36530138,-92.13308305
